category,city,country,customer_id,customer_name,discount,market,column,order_date,order_id,order_priority,product_id,product_name,profit,quantity,region,sales,segment,ship_date,ship_mode,shipping_cost,state,sub_category,order_year,order_month,order_quarter,order_day_of_week,is_weekend,order_week,discount_bin,profit_margin,sales_per_unit
Office Supplies,Los Angeles,United States,DB-129703,Darren Budd,0.0,Us,1,2012-12-14,CA-2012-141593,High,OFF-PA-10004983,Xerox 23,3.1104,1,West,6,Corporate,2012-12-16,Second Class,1.31,California,Paper,2012,12,4,4,0,50,0-5%,51.84,6.0
Office Supplies,Los Angeles,United States,SM-203204,Sean Miller,0.0,Us,1,2012-12-25,CA-2012-144890,Medium,OFF-PA-10001526,Xerox 1949,4.8804,2,West,10,Home Office,2012-12-29,Standard Class,0.22,California,Paper,2012,12,4,1,0,52,0-5%,48.8,5.0
Office Supplies,Los Angeles,United States,SC-200504,Sample Company A,0.0,Us,1,2013-01-31,CA-2013-129238,Medium,OFF-PA-10002764,Staples,27.783,5,West,57,Home Office,2013-02-04,Standard Class,4.73,California,Paper,2013,1,1,3,0,5,0-5%,48.74,11.4
Office Supplies,Los Angeles,United States,SM-209504,Suzanne Mcnair,0.0,Us,1,2013-02-01,CA-2013-154067,Medium,OFF-PA-10002254,Xerox 1883,48.5392,4,West,106,Corporate,2013-02-07,Standard Class,8.11,California,Paper,2013,2,1,4,0,5,0-5%,45.79,26.5
Office Supplies,Los Angeles,United States,RD-198104,Ross Devincentis,0.0,Us,1,2013-02-13,CA-2013-112942,Medium,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,73.41,3,West,147,Home Office,2013-02-18,Standard Class,8.08,California,Paper,2013,2,1,2,0,7,0-5%,49.94,49.0
Office Supplies,Los Angeles,United States,KF-162854,Karen Ferguson,0.0,Us,1,2013-03-11,CA-2013-159016,High,OFF-PA-10004405,Rediform Voice Mail Log Books,7.152,5,West,15,Home Office,2013-03-12,First Class,2.67,California,Paper,2013,3,1,0,0,11,0-5%,47.68,3.0
Office Supplies,Los Angeles,United States,RS-194204,Ricardo Sperren,0.0,Us,1,2013-05-10,US-2013-159093,Medium,OFF-PA-10001260,"Tops Money Receipt Book, Consecutively Numbered In Red,",14.418,4,West,32,Corporate,2013-05-15,Standard Class,1.48,California,Paper,2013,5,2,4,0,19,0-5%,45.06,8.0
Office Supplies,Los Angeles,United States,NL-183104,Nancy Lomonaco,0.0,Us,1,2013-05-31,CA-2013-147473,Medium,OFF-PA-10004782,Xerox 228,18.6624,6,West,39,Home Office,2013-06-04,Standard Class,2.81,California,Paper,2013,5,2,4,0,22,0-5%,47.85,6.5
Office Supplies,Los Angeles,United States,RB-197954,Ross Baird,0.0,Us,1,2013-06-07,US-2013-155971,Medium,OFF-PA-10000210,Xerox Blank Computer Paper,46.953,5,West,100,Home Office,2013-06-13,Standard Class,4.9,California,Paper,2013,6,2,4,0,23,0-5%,46.95,20.0
Office Supplies,Los Angeles,United States,AH-100754,Adam Hart,0.0,Us,1,2013-06-27,CA-2013-144015,Critical,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 Â¾Â X 11Â",5.616,2,West,12,Corporate,2013-06-27,Same Day,2.73,California,Paper,2013,6,2,3,0,26,0-5%,46.8,6.0
